Date, SOXL ,TNA,FAS,UPRO,NAIL
11/19/2024,27.85,48.7,165.57,91.7,127.45
11/20/2024,27.13,48.81,164.06,91.75,128.19
11/21/2024,28.49,51.1,170.21,93.17,131.29
11/22/2024,28.49,53.78,175.62,93.94,137.32
11/25/2024,29.33,56.25,178.98,94.86,157.91
11/26/2024,28.13,55,180.15,96.38,148.51
11/27/2024,26.98,55.21,181.15,95.39,148
11/29/2024,28.06,55.89,182,97.05,148.33
12/2/2024,30.2,55.75,176.66,97.62,146.49
12/3/2024,29.73,54.58,172.6,97.67,145.69
12/4/2024,30.88,55.06,170.58,99.44,136.55
12/5/2024,29.12,53.06,171.77,98.96,131.46
12/6/2024,29.61,53.63,171.72,99.48,131.05
12/9/2024,29.23,52.83,164.58,97.86,134.29
12/10/2024,27.06,52.17,164.37,96.94,125.06
12/11/2024,29.12,52.85,165.39,99.18,122.2
12/12/2024,28.46,50.69,163.21,97.6,117.33
12/13/2024,30.7,49.67,161.58,97.46,111.65
12/16/2024,32.51,50.55,161.64,98.63,108.12
12/17/2024,31.13,48.75,157.91,97.37,105.18
12/18/2024,27.83,42.39,144.06,88.74,92.22
12/19/2024,26.3,41.67,145.23,88.54,84.92
12/20/2024,27.3,42.88,151.27,91.48,87.72
12/23/2024,29.59,42.33,152.23,93.01,87.27
12/24/2024,30.48,43.45,157.42,95.98,88.46
12/26/2024,30.57,44.8,158.59,95.97,88.46
12/27/2024,29.69,42.7,154.83,92.91,85.67
12/30/2024,27.94,41.73,150.49,89.66,84.28
12/31/2024,27.31,41.88,150.98,88.64,84.33
1/2/2025,27.67,41.91,149.68,87.9,81.02
1/3/2025,29.82,43.81,153.22,91.12,84
1/6/2025,32.49,43.84,151.38,92.7,83.25
1/7/2025,31.15,42.77,150.68,89.6,79.86
1/8/2025,30.18,42.17,151.83,89.84,82.45
1/10/2025,28.06,39.36,140.85,85.7,77.31
1/13/2025,27.85,39.55,143.57,86.11,81.02
1/14/2025,28.12,40.91,148.99,86.36,88.16
1/15/2025,29.94,43.29,160.67,91.07,94.84
1/16/2025,29.99,43.51,163.3,90.55,97.03
1/17/2025,32.49,44.01,167.41,93.1,97.99
1/21/2025,33.69,46.57,171.55,95.53,97.82
1/22/2025,35.15,45.61,169.11,97.18,99.3
1/23/2025,34.92,46.2,172.09,98.77,99.25
1/24/2025,32.65,45.79,173.03,97.84,96.39
1/27/2025,25.06,44.5,179.02,93.67,103.38
1/28/2025,25.37,44.61,177.98,96.01,97.4
1/29/2025,25.68,44.32,177.66,94.69,92.61
1/30/2025,27.15,45.62,182.54,96.2,99.07
1/31/2025,27.02,44.35,179.51,94.57,91.89
2/3/2025,25.61,42.82,177.15,92.61,84.36
2/4/2025,26.25,44.55,175.51,94.48,86.86
2/5/2025,27.7,45.99,181.15,95.58,89.91
2/6/2025,27.69,45.52,185.61,96.57,88.49
2/7/2025,26.33,43.87,182.14,93.84,80.32
2/10/2025,27.35,44.48,178,95.65,81.32
2/11/2025,27.4,43.7,179.42,95.85,82.46
2/12/2025,27.54,42.5,176.88,94.96,77.85
2/13/2025,28.47,43.85,180.73,97.92,80.6
2/14/2025,28.55,43.73,181.33,97.81,81.29
2/18/2025,29.99,44.44,185.57,98.56,78.36
2/19/2025,31.47,43.96,185.58,99.29,74.78
2/20/2025,31.7,42.73,176.76,98.02,75.37
2/21/2025,28.81,38.92,170.23,92.95,69.6
2/24/2025,26.76,38.09,172.63,91.61,68.76
2/25/2025,25.07,37.65,172.16,90.16,75.34
2/26/2025,26.29,37.79,171.08,90.26,72.59
2/27/2025,21.75,36.03,173.85,85.95,69.54
2/28/2025,22.73,37.14,184.57,89.85,70.62
3/3/2025,20.51,34.1,179.78,85.25,66.71
3/4/2025,20.65,32.93,160.75,82.1,65.62
3/5/2025,21.95,33.92,163.61,84.67,70.37
3/6/2025,19.23,32.3,155.22,80.21,73.09
3/7/2025,20.88,32.6,152.55,81.39,72.35
3/10/2025,17.99,30.11,142.25,74.96,71.61
3/11/2025,17.41,30.11,138.52,73.08,67.14
3/12/2025,18.3,30.24,139.28,74.15,64.8
3/13/2025,18.09,28.89,136.91,71.19,59.65
3/14/2025,19.8,30.94,146.3,75.48,62.64
3/17/2025,20.79,32.06,151.43,77.18,63.67
3/18/2025,19.93,31.29,150.72,74.73,63
3/19/2025,20.38,32.71,155.44,77.06,65.9
3/20/2025,19.93,32.09,156.44,76.5,65.91
3/21/2025,19.28,31.46,153.92,76.5,62.51
3/24/2025,21,33.81,162.38,80.47,67.94
3/25/2025,20.55,33.13,164.58,81,66.44
3/26/2025,18.79,32.06,163.19,78.01,66.02
3/27/2025,17.76,31.65,162,77.28,65.92
3/28/2025,16.03,29.7,152.34,72.64,60.59
3/31/2025,15.95,29.26,158.13,73.9,62.25
4/1/2025,15.95,29.24,157.43,74.62,62.3
4/2/2025,16.26,30.63,161.59,76.03,64.88
4/3/2025,11.41,24.68,137.28,65.13,53.33
4/4/2025,8.73,21.32,107.45,53.82,56.46
4/7/2025,9.15,20.79,106.73,53.05,49.62
4/8/2025,8.25,19.12,105.31,50.65,43.91
4/9/2025,12.77,24.01,128.86,64.81,52.45
4/10/2025,9.63,20.97,117.87,58.03,48
4/11/2025,10.23,21.82,123.28,61.08,49.21
4/14/2025,10.47,22.62,127.32,62.78,50.27
4/15/2025,10.6,22.66,128.19,62.29,48.85
4/16/2025,9.34,22.01,122.08,58.12,45.61
4/17/2025,9.2,22.52,123.1,58.28,48.43
4/21/2025,8.71,21.15,115.11,54.14,45.81
4/22/2025,9.18,22.79,126.24,58.2,50.93
4/23/2025,10.29,23.78,130.76,60.99,50.66
4/24/2025,12,25.22,135.22,64.77,53.28
4/25/2025,12.34,25.22,133.35,66.14,51.74
4/28/2025,12.29,25.52,134.59,66.28,52.03
4/29/2025,11.86,25.96,138.32,67.4,52.3
4/30/2025,12.16,25.46,138.78,67.47,53.2
5/1/2025,12.1,25.92,138.9,68.92,52.68
5/2/2025,13.29,27.64,147.66,71.91,55.76
5/5/2025,13.05,27.06,144.57,70.73,54.3
5/6/2025,12.64,26.14,142.23,68.93,50.89
5/7/2025,13.28,26.36,144.58,69.8,51.32
5/8/2025,13.66,27.9,147.96,71.16,53.84
5/9/2025,14.11,27.7,148.01,70.84,52.75
5/12/2025,17.13,30.61,157.07,77.79,59.44
5/13/2025,18.6,30.95,158.9,79.37,59.54
5/14/2025,18.84,30.14,157.59,79.64,54.32
5/15/2025,18.47,30.7,160.93,80.78,55.66
5/16/2025,18.39,31.44,163.79,82.29,58.01
5/19/2025,18.06,31.01,163.55,82.55,56.41
5/20/2025,17.97,31.06,160.76,81.65,53.92
5/21/2025,17,28.44,151.16,77.56,49.45
5/22/2025,17,28.44,150.25,77.56,48.68
5/23/2025,15.73,28.11,148.6,75.92,47.98
5/27/2025,17.29,30.25,156.36,80.56,50.95
5/28/2025,17.04,29.3,153.27,79.17,46.64
5/29/2025,17.2,29.55,155.32,80.06,47.72
5/30/2025,16.17,29.07,156.02,79.78,47.2
6/2/2025,16.9,29.37,156.75,81.04,45.78
6/3/2025,18.3,30.77,157.64,82.48,47.92
6/4/2025,19.09,30.49,154.85,82.35,50.91
6/5/2025,18.81,30.49,153.31,81.11,50.68
6/6/2025,19.18,31.92,159.17,83.53,49.09
6/9/2025,20.58,32.56,156.26,83.73,50.56
6/10/2025,21.89,33.11,156.99,85.18,54.5
6/11/2025,21.64,32.7,156.38,84.44,51.77
6/12/2025,21.69,32.3,156.11,85.4,52.63
6/13/2025,20.04,30.53,146.59,82.42,47.99
6/16/2025,21.9,31.55,151.74,84.8,48.75
6/17/2025,21.42,30.54,148.5,82.58,44.63
6/18/2025,21.61,31.02,148.53,82.52,44.73
6/20/2025,21.21,30.82,149.62,81.8,47.49
6/23/2025,21.58,31.92,155.19,84.23,52.15
6/24/2025,23.95,32.93,161.46,87.01,53.12
6/25/2025,24.58,31.89,159.7,86.95,50.81
6/26/2025,25.2,33.36,163.24,88.92,51.34
6/27/2025,25.11,33.42,164.51,90.12,52.93
6/30/2025,25.11,33.54,168.6,91.44,52.97
7/1/2025,24.71,34.57,171.44,91.26,59.6
7/2/2025,26.05,36,171,92.47,61.46
7/3/2025,26.43,36.91,176.64,94.6,58.36
7/7/2025,24.97,35.3,171.44,92.48,55.96
7/8/2025,26.37,36.01,166.7,92.25,57
7/9/2025,26.65,37.12,168.46,93.88,63.07
7/10/2025,27.37,37.67,171.33,94.66,65.17
7/11/2025,27.29,36.1,165.94,93.55,62.28
7/14/2025,26.5,36.84,169.45,94.06,60.83
7/15/2025,27.29,34.72,160.98,92.84,53.78
7/16/2025,27.03,35.68,164.49,93.73,55.06
7/17/2025,27.32,37.03,168.7,95.46,56.13
7/18/2025,27.33,36.25,168.88,95.17,55.15
7/21/2025,27.5,35.83,167.58,95.68,54.73
7/22/2025,26.32,36.7,170.19,95.67,67.16
7/23/2025,25.78,38.37,173.69,98.08,66.84
7/24/2025,25.62,36.81,173.68,98.21,62.58
7/25/2025,25.6,37.15,177.41,99.28,63.8
7/28/2025,26.88,37.03,173.43,99.22,64.1
7/29/2025,27.03,36.32,170.64,98.43,64.05
7/30/2025,27.61,35.75,169.87,98.04,59.39
7/31/2025,24.98,34.7,166.37,96.84,58.1
8/1/2025,24.08,32.54,157.24,92.02,62.79
8/4/2025,25,34.67,161.82,96.14,66.3
8/5/2025,24.52,35.22,159.77,94.73,69.34
8/6/2025,23.99,35.09,162.15,96.78,68.07
8/7/2025,25,34.75,156.89,96.6,68.92
8/8/2025,25.71,34.92,160.9,98.75,69.9
8/11/2025,25.61,34.89,160.83,98.07,68.56
8/12/2025,28,37.95,166.24,101.21,74.69
8/13/2025,29.27,40.19,169.37,102.26,84.81
8/14/2025,29.42,38.6,171.85,102.25,81.14
8/15/2025,27.37,38.04,166.17,101.47,81.07
8/18/2025,27.53,38.45,166.5,101.33,80.02
8/19/2025,26.24,37.53,167.22,99.62,84.07
8/20/2025,25.8,37.12,169.84,98.79,77.81
8/21/2025,25.35,37.4,168.03,97.64,75.84
8/22/2025,27.45,41.75,176.32,101.98,87.47
8/25/2025,27.3,40.46,173.31,100.67,84.31
8/26/2025,27.94,41.42,177.2,101.88,82.98
8/27/2025,28.18,42.28,178.12,102.52,82.79
8/28/2025,28.53,42.43,178.77,103.6,82.43
8/29/2025,26.04,41.83,180.01,101.63,82.43
9/2/2025,25.25,41.12,175.92,99.38,80.9
9/3/2025,24.91,41,175.12,100.87,82.87
9/4/2025,25.65,42.49,180.53,103.38,90.18
9/5/2025,26.45,43.09,170.49,102.38,95.85
9/8/2025,27.08,43.38,170.63,103.15,96.92
9/9/2025,27.18,42.56,172.8,103.86,87.79
9/10/2025,28.6,42.34,171.1,104.74,86.7
9/11/2025,29.17,44.63,179.49,107.28,93.1
9/12/2025,29.3,43.3,177.06,107.08,88.19
9/15/2025,30,43.83,176,108.73,84.64
9/16/2025,30.48,43.56,174.61,108.25,83.53
9/17/2025,30.47,43.95,179.62,107.86,80.99
9/18/2025,33.64,47.12,179.93,109.35,81.56
9/19/2025,33.02,45.99,180.73,110.81,77.27
9/22/2025,34.43,46.84,180.3,112.39,72.65
9/23/2025,34.3,46.43,177.27,110.6,73.22
9/24/2025,34.2,45.15,177.27,109.24,73.35
9/25/2025,33.85,43.87,174.52,107.68,70.24
9/26/2025,34.02,44.94,178.14,109.42,72.83
9/29/2025,34.02,45.05,180.55,110.32,74.08
9/30/2025,34.84,45.24,177.9,111.49,73.49
10/1/2025,36.86,45.56,173.37,112.7,75.21
10/2/2025,39.08,46.35,173.04,113.01,75.5
10/3/2025,38.23,47.37,176.4,112.88,77.49
10/6/2025,41.71,47.94,176.24,114.11,72.75
10/7/2025,38.83,46.4,176.67,112.83,66.13
10/8/2025,42.78,47.79,174.43,114.78,66.1
10/9/2025,42.24,46.89,172.14,113.79,60.78
10/10/2025,34.21,42.65,160.99,104.49,58.64
10/13/2025,39.14,46.13,165.58,109.24,59.23
10/14/2025,36.63,48.12,170.81,108.76,64.93
10/15/2025,39.98,49.56,170.68,110.15,64.65
10/16/2025,40.57,46.46,156.45,107.93,63.64
10/17/2025,40.29,45.41,160.19,109.64,64.9
10/20/2025,42.24,48.04,165.6,113.05,65.59
10/21/2025,41.51,47.36,164.88,113.02,68.9
10/22/2025,38.39,45.26,161.97,111.23,65.57
10/23/2025,41.17,46.96,163.21,113.1,66.4
10/24/2025,43.14,48.64,168.34,115.76,65.54
10/27/2025,46.84,49.18,170.05,119.9,65.94
10/28/2025,46.96,48.34,166.95,120.78,65.01
10/29/2025,49.38,47.14,158.45,120.91,59.41
10/30/2025,47.39,45.95,159.81,117.03,58.5
10/31/2025,47.78,46.72,160.6,117.94,58.82
11/3/2025,48.58,46.22,158.69,118.68,55.82
11/4/2025,42.8,43.82,161.04,114.46,56.06
11/5/2025,46.83,45.71,162.56,115.46,55
11/6/2025,43.01,43.26,161.08,111.76,54.21
11/7/2025,41.74,43.88,164.23,112.05,55.41
11/10/2025,44.96,45.19,165.95,117.12,55.82
11/11/2025,41.81,45.3,167.86,117.93,57.24
11/12/2025,43.71,44.97,172.4,118.13,56.74
11/13/2025,39.22,41.2,165.56,112.25,53.9
11/14/2025,38.86,41.48,160.79,112.08,52.75
11/17/2025,36.84,39.01,151.4,108.91,47.76
11/18/2025,34.35,39.34,150.67,106.19,47.51
11/19/2025,35.96,39.36,152.52,107.32,47.4
11/20/2025,30.81,37.15,148.43,102.38,47.36
11/21/2025,31.73,40.25,153.23,105.38,54.56
11/24/2025,35.86,42.39,155.06,110.01,53.41
11/25/2025,36.17,45.18,160.7,113.02,61.05
11/26/2025,39.19,46.35,164.43,115.32,63.48
11/28/2025,41.26,47.08,167.71,117.13,63.47
12/1/2025,41.31,45.38,163.51,115.49,62.85
12/2/2025,43.8,45.13,163.25,116.07,62.53
12/3/2025,46.58,47.55,169.37,117.21,66.34
12/4/2025,45.16,48.77,170.5,117.52,62.11
12/5/2025,46.5,48.13,170.71,118.03,60.86
12/8/2025,47.99,48.2,168.65,116.95,57.19
12/9/2025,47.79,48.47,166.6,116.61,54.31
12/10/2025,49.65,50.44,160.18,118.85,59.72
12/11/2025,48.79,52.21,169.2,119.56,60.58
12/12/2025,41.71,49.8,169.48,115.72,59.89
12/15/2025,41.18,48.64,170.28,115.18,59.7
12/16/2025,40.49,47.9,166.54,114.2,57.84
12/17/2025,36.01,46.38,166.41,110.39,55.84
12/18/2025,38.58,47.21,165.72,112.86,55.94
12/19/2025,41.72,48.33,168.48,115.81,52.91
12/22/2025,43.26,49.94,174.41,117.9,52.3
12/23/2025,43.7,48.98,174.85,119.51,51.08
12/24/2025,44.21,49.33,177.75,120.32,52.47
12/26/2025,44.21,48.52,176.42,120.23,52.46
12/29/2025,43.82,47.64,173.7,118.92,51.67
12/30/2025,43.67,46.61,172.24,118.44,51.16
12/31/2025,42.03,45.54,168.33,115.76,49.62
1/2/2026,47.24,46.92,169.65,116.33,51.45
1/5/2026,49.22,49.15,180.71,118.59,52.67
1/6/2026,54.01,51.05,183.46,120.65,53.82
1/7/2026,52.29,50.68,175.53,119.51,49.94
1/8/2026,49.65,52.35,178.5,119.36,56.16
1/9/2026,53.95,53.49,176.48,121.65,66.56
1/12/2026,54.65,54.26,172.26,122.23,68.33
1/13/2026,56.07,54.16,162.6,121.43,70.36
1/14/2026,55.38,55.28,162,119.67,68.39
