Date, SOXL ,TNA,FAS,UPRO,NAIL
10/26/2022,9.01,35.84,68.49,33.96,25.17
10/27/2022,8.52,35.83,70.1,33.37,25.2
10/28/2022,9.5,38.26,75.23,35.71,27.27
10/31/2022,8.92,38.37,73.73,34.96,26.27
11/1/2022,9.1,38.57,74.57,34.5,26.09
11/2/2022,8.24,34.68,71.67,31.88,23.1
11/3/2022,7.89,34.08,69.33,30.84,21.81
11/4/2022,8.99,35.35,73.28,32.18,23.06
11/7/2022,9.59,35.85,75.29,33.11,23.52
11/8/2022,10.17,35.83,76.58,33.61,23.46
11/9/2022,9.24,32.88,72.76,31.51,23.12
11/10/2022,12.08,38.93,83.86,36.69,30.75
11/11/2022,13.22,39.84,85.85,37.78,31.54
11/14/2022,12.77,38.61,81.98,36.82,28.25
11/15/2022,13.87,40.29,82.55,37.75,30.5
11/16/2022,12.13,38.09,81.5,36.87,29.48
11/17/2022,12.37,37.07,80.18,36.47,27.95
11/18/2022,12.49,37.68,81.94,36.96,28.13
11/21/2022,11.89,37.13,82.74,36.54,27.5
11/22/2022,12.9,38.33,85.25,38.01,29.34
11/23/2022,13.32,38.51,86.17,38.68,30.44
11/25/2022,12.86,38.85,87.2,38.64,30.34
11/28/2022,11.84,36.42,82.57,36.82,28.91
11/29/2022,11.73,36.75,84.06,36.58,29.58
11/30/2022,13.82,39.74,88.2,39.99,31.49
12/1/2022,13.5,39.48,86.66,39.93,32.8
12/2/2022,13.03,40.15,85.46,39.76,32.21
12/5/2022,12.59,36.81,79.02,37.59,30.41
12/6/2022,11.72,35.11,77.01,35.98,29.15
12/7/2022,11.7,34.82,75.85,35.78,31.37
12/8/2022,12.62,35.54,76.23,36.6,31.73
12/9/2022,12.32,34.19,75.56,35.76,30.89
12/12/2022,12.98,35.43,78.37,37.3,32.12
12/13/2022,13.63,36.28,79.12,38.11,33.81
12/14/2022,13,35.54,76.03,37.41,33.6
12/15/2022,11.4,32.91,71.6,34.63,34.64
12/16/2022,11.11,32.08,69.74,33.37,33.05
12/19/2022,10.69,30.81,69.32,32.52,31.13
12/20/2022,10.41,31.17,69.59,32.62,30.39
12/21/2022,11.14,32.73,73.14,34.09,32.03
12/22/2022,9.78,31.48,70.99,32.49,31.68
12/23/2022,9.77,31.86,72.13,32.98,31.51
12/27/2022,9.27,31.24,72.15,32.61,31.31
12/28/2022,8.86,29.76,71.25,31.39,29.33
12/29/2022,9.67,32.01,74.32,32.99,31.38
12/30/2022,9.67,31.7,73.55,32.77,30.66
1/3/2023,9.36,31.15,74.42,32.34,31.85
1/4/2023,10.07,32.35,77.9,33.05,33.96
1/5/2023,9.57,31.28,75.96,31.91,33.59
1/6/2023,10.87,33.37,81.07,34.07,35.55
1/9/2023,11.53,33.54,80.11,34.03,35.33
1/10/2023,11.97,35.02,81.57,34.72,36.24
1/11/2023,12.4,36.29,83.6,36.01,39.09
1/12/2023,12.82,38.12,84.22,36.38,39.63
1/13/2023,12.95,38.81,85.92,36.79,40.2
1/17/2023,13.06,38.65,84.28,36.59,39.82
1/18/2023,12.82,36.76,79.48,34.86,39.07
1/19/2023,11.77,35.68,76.64,34.05,36.08
1/20/2023,12.79,37.42,80.22,35.9,38.48
1/23/2023,14.74,38.83,82.95,37.21,39.73
1/24/2023,14.44,38.53,83.24,37.08,40.68
1/25/2023,14.53,38.85,85,37.12,40.79
1/26/2023,15.24,39.54,86.26,38.27,41.08
1/27/2023,14.98,40.1,86.26,38.55,41.84
1/30/2023,13.8,38.48,85.11,37.11,39.77
1/31/2023,14.52,41.27,88.34,38.71,45.19
2/1/2023,16.8,43.19,88.47,39.91,48.01
2/2/2023,17.92,45.75,89.02,41.63,52.4
2/3/2023,16.93,44.76,88.65,40.3,48.65
2/6/2023,16.1,42.82,88.22,39.59,46.29
2/7/2023,17.59,43.75,91.44,41.1,47.69
2/8/2023,16.49,41.81,89.86,39.75,44.63
2/9/2023,16.58,39.99,86.6,38.68,44.25
2/10/2023,15.8,40.19,87.59,38.89,44.42
2/13/2023,16.42,41.63,90.41,40.25,47.53
2/14/2023,17.33,41.57,89.07,40.19,46.53
2/15/2023,17.54,42.84,89.5,40.56,46.98
2/16/2023,16.28,41.56,86.56,38.86,45.05
2/17/2023,15.5,41.8,86.51,38.54,42.69
2/21/2023,14.01,38.13,81.28,36.23,37.79
2/22/2023,13.83,38.49,80.74,36.07,38.71
2/23/2023,15.08,39.25,81.22,36.57,40.18
2/24/2023,14.31,38.1,81.2,35.39,39.17
2/27/2023,14.5,38.53,81.26,35.73,39.94
2/28/2023,14.65,38.46,81.52,35.33,40.51
3/1/2023,14.68,38.65,80.63,34.92,39.25
3/2/2023,15.01,38.92,79.5,35.68,39.9
3/3/2023,15.68,40.49,83.11,37.37,42.12
3/6/2023,15.17,38.7,83.35,37.48,40.46
3/7/2023,14.65,37.38,77.07,35.75,39.48
3/8/2023,15.81,37.37,76.05,35.91,41.24
3/9/2023,14.91,34.27,66.79,33.89,40.28
3/10/2023,14.05,31.23,62.94,32.42,37.98
3/13/2023,14.02,29.72,55.6,32.2,38.35
3/14/2023,15.22,31.39,58.93,33.84,40.07
3/15/2023,14.69,29.89,54.1,33.2,38.76
3/16/2023,16.42,31.01,57.22,34.89,41.35
3/17/2023,16.13,28.53,51.53,33.71,40.17
3/20/2023,16.61,29.58,53.3,34.63,40.47
3/21/2023,16.67,31.22,57.18,35.96,41.52
3/22/2023,16.24,28.49,53.16,34.08,39.66
3/23/2023,17.49,28.09,51.96,34.3,40
3/24/2023,16.57,28.84,51.85,34.97,40.73
3/27/2023,15.97,29.82,54.01,35.14,40.19
3/28/2023,15.63,29.68,53.91,34.91,40.68
3/29/2023,17.08,30.68,56.28,36.4,41.42
3/30/2023,17.95,30.52,55.86,37.02,41.23
3/31/2023,18.3,32.21,57.67,38.57,44.75
4/3/2023,17.81,32.22,58.03,38.97,45.15
4/4/2023,16.79,30.47,56.25,38.34,42.68
4/5/2023,15.92,29.59,56.14,37.99,41.77
4/6/2023,15.66,29.71,56.59,38.41,40.19
4/10/2023,16.39,30.64,56.98,38.52,41.38
4/11/2023,16.21,31.32,58.5,38.52,44.4
4/12/2023,15.33,30.66,58.17,38.08,44.13
4/13/2023,15.67,31.83,59.55,39.51,44.07
4/14/2023,15.58,30.95,61.4,39.24,44.44
4/17/2023,15.58,32.09,63.49,39.63,45.89
4/18/2023,15.78,31.69,64.06,39.71,49.1
4/19/2023,15.26,31.88,64.52,39.67,49.27
4/20/2023,15.2,31.32,63.9,38.97,51.99
4/21/2023,14.86,31.45,63.09,39.06,51.36
4/24/2023,14.63,31.32,62.67,39.18,52.76
4/25/2023,13.2,29.03,59.36,37.29,51.12
4/26/2023,13.37,28.18,57.62,36.81,48.35
4/27/2023,13.54,29.25,60.36,38.94,52.16
4/28/2023,14.23,30,62.53,39.96,55.01
5/1/2023,14.66,30.1,62.03,39.82,53.68
5/2/2023,14.35,28.21,57.74,38.48,53.51
5/3/2023,13.84,28.54,55.68,37.66,55
5/4/2023,13.6,27.58,53.56,36.83,52.15
5/5/2023,14.47,29.47,57.37,38.82,54.07
5/8/2023,14.65,29.26,57.79,38.87,55
5/9/2023,13.94,28.99,57.11,38.34,55.27
5/10/2023,14.31,29.42,56.11,38.86,55.22
5/11/2023,14.07,28.71,55.75,38.63,55.36
5/12/2023,14.02,28.51,55.05,38.48,54.36
5/15/2023,15.11,29.55,56.39,38.83,55.16
5/16/2023,15.05,28.27,54.77,38.05,55.03
5/17/2023,16.14,30.18,58.12,39.4,56.69
5/18/2023,17.67,30.67,59.31,40.54,58.59
5/19/2023,17.39,30.05,58.59,40.34,55.55
5/22/2023,17.53,31.19,58.94,40.34,52.93
5/23/2023,16.92,30.77,56.75,39.01,49.84
5/24/2023,16.03,29.76,54.55,38.14,49.95
5/25/2023,19.15,29.04,54.51,39.04,50.58
5/26/2023,22.88,29.94,55.65,40.58,50.66
5/30/2023,22.87,29.65,55.7,40.6,50.85
5/31/2023,21.15,28.71,53.8,39.9,48.65
6/1/2023,22.16,29.66,55.58,41.01,50.76
6/2/2023,22.02,32.86,59.1,42.79,56.3
6/5/2023,20.97,31.52,58.18,42.5,55.26
6/6/2023,21.73,34.05,60.44,42.78,60.61
6/7/2023,21.64,35.94,61.08,42.34,61.1
6/8/2023,22.28,35.45,60.91,43.07,60.37
6/9/2023,22.4,34.61,60.94,43.26,60.42
6/12/2023,24.6,35.05,60.81,44.43,62.91
6/13/2023,25.56,36.25,61.87,45.32,64.18
6/14/2023,26.64,35.09,61.19,45.44,61.49
6/15/2023,25.95,35.88,63.46,47.08,64.92
6/16/2023,25.24,34.98,63.04,46.62,64.65
6/20/2023,24.65,34.54,61.71,45.89,66.51
6/21/2023,22.78,34.1,60.72,45,67.68
6/22/2023,23.1,33.29,59.29,45.43,67.18
6/23/2023,21.89,31.66,58.51,44.41,68.32
6/26/2023,22.09,31.88,58.17,43.84,68.38
6/27/2023,24.37,33.25,59.36,45.23,74.71
6/28/2023,23.72,33.74,59.11,45.3,74.02
6/29/2023,23.81,35,62.03,45.79,74.26
6/30/2023,24.83,35.29,63.58,47.38,76.15
7/3/2023,25.49,35.7,64.8,47.59,74.8
7/5/2023,23.85,34.47,64.27,47.31,72.58
7/6/2023,22.98,32.77,62.49,46.17,66.64
7/7/2023,22.96,33.9,62.73,45.77,66.79
7/10/2023,24.32,35.59,63.56,46.11,72.34
7/11/2023,24.34,36.56,65.81,47,74.12
7/12/2023,25.69,37.76,67.07,48.07,79.92
7/13/2023,27.28,38.68,67.73,49.18,81.87
7/14/2023,26.23,37.54,66.35,49.06,84.85
7/17/2023,28.06,38.71,68.24,49.56,83.87
7/18/2023,28.26,40.16,70.67,50.67,84.77
7/19/2023,27.29,40.62,71.51,50.96,84.55
7/20/2023,24.29,39.61,72.93,49.93,77.76
7/21/2023,24.92,39.13,72.17,49.91,78.38
7/24/2023,24.9,39.42,74.32,50.56,79.93
7/25/2023,26.13,39.46,72.71,50.95,83.38
7/26/2023,25.06,40.33,74.19,50.93,83.47
7/27/2023,26.46,38.77,71.19,49.9,81.23
7/28/2023,28.15,40.25,71.52,51.33,84.29
7/31/2023,28.41,41.61,72.39,51.62,83.81
8/1/2023,28.53,41.05,72.34,51.13,85.1
8/2/2023,25.28,39.36,70.39,49.01,82.26
8/3/2023,25.15,39.02,70.49,48.53,78.16
8/4/2023,24.88,38.77,69.68,47.85,81.56
8/7/2023,25.66,38.85,72.45,49.06,84.39
8/8/2023,24.46,38.11,70.55,48.4,83.91
8/9/2023,23.09,37.2,68.93,47.43,81.85
8/10/2023,22.81,36.65,69.08,47.42,79.02
8/11/2023,21.14,36.77,69.46,47.33,78.89
8/14/2023,22.93,36.56,69.01,48.06,80.39
8/15/2023,21.8,35.16,65.32,46.44,82.09
8/16/2023,20.53,33.81,64.91,45.34,77.22
8/17/2023,19.91,32.62,63.83,44.28,67.4
8/18/2023,20.15,33.11,63.61,44.3,68.16
8/21/2023,21.88,32.9,63.48,45.18,66.38
8/22/2023,21.35,32.65,61.73,44.79,67.9
8/23/2023,22.6,33.61,63.38,46.22,70.34
8/24/2023,20.41,32.28,62.89,44.31,67.15
8/25/2023,20.66,32.59,63.5,45.22,65.08
8/28/2023,21.42,33.47,64.62,46.05,66.61
8/29/2023,23.07,34.83,66.32,48.02,71.12
8/30/2023,23.4,35.28,66.61,48.63,74.4
8/31/2023,23.86,35.05,65.82,48.33,74.89
9/1/2023,24.02,36.21,67.32,48.57,78.16
9/5/2023,24.02,34,65.38,47.96,67.34
9/6/2023,23.44,33.6,65.08,46.96,69.23
9/7/2023,21.87,32.62,64.73,46.48,70.86
9/8/2023,21.5,32.4,65.01,46.64,69.87
9/11/2023,21.45,32.56,65.71,47.57,71.33
9/12/2023,20.94,32.51,67.36,46.75,66.55
9/13/2023,21.23,31.84,67.1,46.93,64.56
9/14/2023,21.65,33.1,68.89,48.08,67.34
9/15/2023,19.79,32.05,67.72,46.32,61.9
9/18/2023,19.93,31.43,68.41,46.39,62.47
9/19/2023,19.43,31.04,67.86,46.1,62.81
9/20/2023,18.48,30.11,66.43,44.73,61.04
9/21/2023,17.42,28.7,63.14,42.5,55.63
9/22/2023,17.84,28.45,61.72,42.15,55.86
9/25/2023,18.22,28.81,61.98,42.7,55.96
9/26/2023,17.24,27.73,59.5,40.77,53.75
9/27/2023,17.68,28.49,59.19,40.84,54.07
9/28/2023,18.64,29.25,60.31,41.5,56.76
9/29/2023,18.87,28.74,58.77,41.17,54.88
10/2/2023,19.08,27.42,57.2,41.13,53.34
10/3/2023,17.89,26.07,54.34,39.45,48.54
10/4/2023,18.64,26.07,55.57,40.29,50.51
10/5/2023,18.4,26.15,56.32,40.19,49.75
10/6/2023,19.47,26.83,57.75,41.6,50.32
10/9/2023,19.38,27.31,57.75,42.37,51.98
10/10/2023,20.05,28.21,59.06,43.02,54.05
10/11/2023,20.51,28.05,59.3,43.57,55.8
10/12/2023,20.68,26.17,58.14,42.74,48.07
10/13/2023,18.98,25.49,58.42,42.09,48.26
10/16/2023,19.81,26.67,60.13,43.39,49.5
10/17/2023,19.3,27.63,61.16,43.35,49.66
10/18/2023,18.28,25.89,58.02,41.63,45.54
10/19/2023,17.43,24.66,55.79,40.49,43.02
10/20/2023,16.64,23.69,53.13,38.94,42
10/23/2023,16.39,23.08,51.95,38.75,42.92
10/24/2023,17.04,23.6,53.06,39.61,42.49
10/25/2023,14.97,22.48,52.56,37.89,40.44
10/26/2023,14.73,22.65,52.18,36.49,41.64
10/27/2023,15.1,21.82,49.23,35.97,40.96
10/30/2023,14.53,22.17,51.73,37.25,41.98
10/31/2023,14.9,22.77,53.45,37.92,44.05
11/1/2023,15.95,23.08,54.46,39.13,48.51
11/2/2023,17.08,24.94,58.32,41.33,53.53
11/3/2023,18.38,26.92,60.7,42.44,58.76
11/6/2023,18.25,25.96,59.99,42.71,56.92
11/7/2023,18.6,25.71,59.69,43.07,58.88
11/8/2023,18.67,24.82,59.84,43.17,58.85
11/9/2023,18.39,23.67,59.12,42.1,56.39
11/10/2023,20.6,24.42,61.13,44.06,60
11/13/2023,20.02,24.43,60.76,43.92,59.11
11/14/2023,22.14,28.45,64.32,46.45,70.13
11/15/2023,22.63,28.6,65.5,46.75,69
11/16/2023,22.72,27.27,65.97,46.87,68.64
11/17/2023,23.13,28.31,67.04,47.05,70.15
11/20/2023,24.18,28.76,67.69,48.09,70.89
11/21/2023,22.84,27.64,67.61,47.73,68.59
11/22/2023,23,28.14,68.39,48.28,69.4
11/24/2023,23.09,28.69,68.88,48.32,69.94
11/27/2023,22.97,28.41,68.37,48.07,69.24
11/28/2023,22.54,28.04,68.2,48.18,68.08
11/29/2023,23.22,28.49,69.68,48.04,69.83
11/30/2023,22.81,28.76,71.8,48.58,70.46
12/1/2023,23.07,31.33,73.32,49.4,76.69
12/4/2023,22.31,32.29,73.25,48.65,77.69
12/5/2023,21.93,30.97,72.19,48.59,77.26
12/6/2023,21.47,30.73,71.12,47.98,81.18
12/7/2023,23.18,31.5,71.84,49.02,83.98
12/8/2023,23.7,32.14,72.98,49.65,86.96
12/11/2023,26.11,32.31,74.48,50.22,87.22
12/12/2023,26.65,32.24,76.01,50.89,87.53
12/13/2023,27.92,35.67,79.67,52.95,95.74
12/14/2023,30.19,38.42,81.9,53.42,113.28
12/15/2023,30.57,37.44,80.47,53.18,107.75
12/18/2023,30.29,37.47,81.25,54.03,104.67
12/19/2023,30.75,39.66,83.12,54.97,109.05
12/20/2023,28.1,37.3,78.75,52.49,105.55
12/21/2023,30.26,39.05,80.36,53.99,108.42
12/22/2023,30.51,40.01,80.81,54.29,109.12
12/26/2023,32.16,41.49,81.77,54.93,111
12/27/2023,32.35,41.91,82.42,55.23,112.35
12/28/2023,32.22,41.39,83.19,55.22,111.24
12/29/2023,31.4,39.45,82.65,54.74,109.72
1/2/2024,28.04,38.74,83.38,53.75,105.54
1/3/2024,26.25,35.54,81.36,52.45,98.42
1/4/2024,25.58,35.39,82.16,51.9,97.25
1/5/2024,25.93,35.01,83.08,52.1,99.56
1/8/2024,28.43,36.99,84.76,54.27,105.48
1/9/2024,28.42,35.86,82.94,54,104.37
1/10/2024,28.17,35.91,83.47,54.93,109.68
1/11/2024,28.46,35.08,82.26,54.79,110.63
1/12/2024,28.1,34.85,81.81,54.87,107.16
1/16/2024,29.19,33.56,80.05,54.26,105.13
1/17/2024,28.43,32.8,79.61,53.3,103.39
1/18/2024,31.19,33.39,79.89,54.68,107.09
1/19/2024,34.86,34.32,83.97,56.73,110.57
1/22/2024,35.26,36.53,84.98,57.05,117
1/23/2024,35.92,36.1,85.22,57.52,99.87
1/24/2024,37.42,35.23,86.45,57.68,94.72
1/25/2024,37.12,36.05,87.86,58.6,100.57
1/26/2024,34.01,36.08,88.49,58.36,100.26
1/29/2024,35.04,37.95,89.33,59.72,103.39
1/30/2024,33.53,36.99,92.53,59.53,105.05
1/31/2024,32.1,34.2,89,56.63,101.24
2/1/2024,32.45,35.66,89.34,58.77,108.15
2/2/2024,33.65,35.03,90.5,60.59,107.31
2/5/2024,35.1,33.64,88.75,59.91,103.21
2/6/2024,33.83,34.53,89.55,60.4,103.2
2/7/2024,35.36,34.31,91.49,61.88,107.32
2/8/2024,37.15,35.86,90.19,61.95,110.29
2/9/2024,39.32,37.58,90.84,62.97,110.52
2/12/2024,39.15,39.58,92.06,62.85,118.19
2/13/2024,36.84,34.74,88.5,60.28,105.29
2/14/2024,39.12,37.17,90.88,61.87,111.25
2/15/2024,39.11,40,95.34,63.04,113.46
2/16/2024,38.33,38.39,94.54,62.07,106.77
2/20/2024,36.42,36.79,93.59,61.03,107.49
2/21/2024,36.14,36.27,94.27,61.17,109.08
2/22/2024,41.42,37.09,97.96,64.94,114.14
2/23/2024,40.17,37.31,98.82,65.02,117.76
2/26/2024,41.21,38.01,97.48,64.3,117.35
2/27/2024,41.11,39.52,98.3,64.62,118.83
2/28/2024,39.8,38.65,99.32,64.31,118.64
2/29/2024,42.84,39.3,99.04,64.94,124.27
3/1/2024,48.33,40.6,98.66,66.77,130.44
3/4/2024,49.77,40.45,99.25,66.51,128.96
3/5/2024,46.84,39.27,99.67,64.49,124.65
3/6/2024,50.22,40.12,100.88,65.49,128.05
3/7/2024,55.32,41.08,100.36,67.39,133.81
3/8/2024,48.95,40.96,100.89,66.14,130.71
3/11/2024,46.77,40.04,101.52,65.92,127.38
3/12/2024,49.58,39.87,102.79,68.03,131.52
3/13/2024,46.08,40.32,104.59,67.67,134.4
3/14/2024,43.53,38.05,102.31,67.2,121.47
3/15/2024,42.74,38.3,102.17,65.74,123.88
3/18/2024,42.54,37.58,103.47,66.92,122.81
3/19/2024,41.42,38.07,104.51,68.04,129.71
3/20/2024,43.4,40.32,108.55,69.75,137.86
3/21/2024,46.31,41.62,111.14,70.34,145.72
3/22/2024,46.43,40,107.07,70.01,144.39
3/25/2024,45.89,40.19,106.16,69.42,141.39
3/26/2024,45.03,39.98,106.98,68.84,140.06
3/27/2024,46.5,42.5,110.76,70.59,146.51
3/28/2024,46.53,42.92,112.2,70.55,151.48
4/1/2024,47.99,41.68,110.2,70.19,143.73
4/2/2024,45.88,39.38,108.93,68.77,132.2
4/3/2024,46.19,40.08,108.58,68.97,136.26
4/4/2024,42.37,38.82,104.82,66.34,130.23
4/5/2024,43.62,39.26,107.49,68.4,135.3
4/8/2024,44,39.86,108.96,68.46,133.83
4/9/2024,45.39,40.34,107.22,68.7,134.76
4/10/2024,43.09,37.12,102.2,66.68,116.02
4/11/2024,45.8,37.89,100.37,68.1,119.1
4/12/2024,41.51,35.8,96.22,65.2,118.15
4/15/2024,39.78,34.25,94.45,62.77,112.57
4/16/2024,40.54,33.82,92.67,62.37,106.4
4/17/2024,37.06,32.81,93.21,61.26,104.03
4/18/2024,34.91,32.61,94.14,60.78,104.21
4/19/2024,30.79,32.73,97.93,59.16,102.06
4/22/2024,32.07,33.81,101.59,60.75,104.68
4/23/2024,34.11,35.5,103.56,62.93,113.23
4/24/2024,35.49,35.07,103.2,62.88,109.32
4/25/2024,37.41,34.38,101.43,62.03,108.14
4/26/2024,39.8,35.33,100.63,63.82,111.79
4/29/2024,40.61,36.14,100.33,64.44,113.36
4/30/2024,38.18,33.93,97.42,61.4,106.01
5/1/2024,34.37,34.16,97.3,60.7,106.65
5/2/2024,36.45,36.01,97.9,62.37,110.74
5/3/2024,38.97,37.03,98.83,64.69,116.53
5/6/2024,41.3,38.41,102.22,66.69,121.45
5/7/2024,40.36,38.67,103.26,66.89,118.24
5/8/2024,40.41,38.1,104.4,66.86,114.23
5/9/2024,39.96,39.12,106.58,67.94,119.5
5/10/2024,41.03,38.28,107.94,68.23,120.05
5/13/2024,41.27,38.46,106.73,68.19,116.5
5/14/2024,43.21,39.67,108.01,69.11,118.18
5/15/2024,47,41.09,110.52,71.64,131.55
5/16/2024,46.26,40.29,110.32,71.16,119.55
5/17/2024,45.4,40.3,112.32,71.44,119.6
5/20/2024,48.25,40.6,108.31,71.65,117.73
5/21/2024,47.98,40.4,110.01,72.14,115.29
5/22/2024,49.38,39.46,108.42,71.48,105.93
5/23/2024,48.81,37.45,103.29,69.82,102.99
5/24/2024,51.44,38.61,105.36,71.21,106.31
5/28/2024,54.04,38.47,101.92,71.34,102.53
5/29/2024,50.98,36.8,99.33,69.8,98.6
5/30/2024,50,37.73,101.13,68.37,105.39
5/31/2024,48.59,38.64,105.34,70.17,110.14
6/3/2024,48.59,38.04,103.4,70.34,107.33
6/4/2024,47.59,36.53,101.85,70.52,101.16
6/5/2024,53.52,38.18,102.69,73.02,106.45
6/6/2024,52.51,37.36,102.65,72.99,102.82
6/7/2024,51.87,36.05,103.66,72.64,97.02
6/10/2024,53.95,36.41,102.46,73.3,99.97
6/11/2024,54.17,35.96,98.68,73.8,96.1
6/12/2024,58.72,37.63,98.77,75.6,105.23
6/13/2024,60.86,36.62,98.32,76.07,105.66
6/14/2024,60.1,34.86,97.47,76.08,102.03
6/17/2024,62.67,35.73,99.85,77.87,104.49
6/18/2024,65.24,35.89,101.59,78.44,99.29
6/20/2024,60.02,35.37,103.17,77.75,97.61
6/21/2024,58.2,35.6,102.18,77.2,98.45
6/24/2024,53.22,36.06,105,76.59,100.29
6/25/2024,55.3,35.53,102.06,77.44,91.98
6/26/2024,54.78,35.28,100.68,77.53,92.34
6/27/2024,53.8,36.3,99.9,77.82,92.68
6/28/2024,55.36,36.67,100.99,76.84,93.41
7/1/2024,55.36,35.8,101.51,77.28,86.1
7/2/2024,57.6,36.09,104.86,78.79,84.5
7/3/2024,60.39,36.07,104.33,79.78,85.1
7/5/2024,60.81,35.56,103.6,81.12,83.34
7/8/2024,64.31,36.22,103.21,81.37,85.89
7/9/2024,64.25,35.79,105.14,81.57,84.92
7/10/2024,68.59,36.84,106.47,83.92,90.43
7/11/2024,61.99,40.85,109.22,81.76,107.36
7/12/2024,63.94,42.14,109.9,83.22,113.42
7/15/2024,64.14,44.54,114.42,83.9,113.08
7/16/2024,65.3,49.09,118.61,85.37,132.94
7/17/2024,51.55,47.63,121.47,81.73,124.46
7/18/2024,51.66,44.84,116.81,79.79,131.07
7/19/2024,47,44.05,113.45,78.11,130.69
7/22/2024,52.93,46.09,115.36,80.54,136.12
7/23/2024,50.53,47.6,115.66,80.12,137.56
7/24/2024,42.9,44.54,111.31,74.64,125.34
7/25/2024,39.78,46.15,112.33,73.42,132.79
7/26/2024,41.92,48.46,117.37,75.84,146
7/29/2024,41.81,46.81,116.54,75.91,149.55
7/30/2024,37.24,47.26,120.51,74.74,153.15
7/31/2024,44.39,48.2,119.81,78.23,152.1
8/1/2024,35,43.45,114.74,75.01,141.22
8/2/2024,29.34,38.77,106.18,70.77,133.38
8/5/2024,27.89,35.02,97.35,64.53,122.09
8/6/2024,28.58,36.14,101.27,66.3,123.53
8/7/2024,26.22,34.86,101.64,64.91,112.42
8/8/2024,31.46,37.31,106.45,69.39,118.41
8/9/2024,31.01,37.05,107.81,70.24,120.04
8/12/2024,31.41,36.11,106.24,70.32,117.14
8/13/2024,35.28,37.81,108.72,73.77,123.35
8/14/2024,35.05,37.12,112.8,74.48,121.38
8/15/2024,39.92,39.97,116.13,78.26,126.62
8/16/2024,39.73,40.26,118.15,78.67,126.49
8/19/2024,41.6,41.71,120.11,80.93,133.23
8/20/2024,40.09,40.28,118.85,80.49,130.42
8/21/2024,41.73,41.78,118.41,81.36,140.89
8/22/2024,37.51,40.68,120.22,79.38,139.81
8/23/2024,40.4,44.49,123.19,81.81,157.17
8/26/2024,37.37,44.58,124.5,81.17,151.73
8/27/2024,38.49,43.54,126.21,81.51,146.66
8/28/2024,36.6,42.67,127.33,80.07,144.31
8/29/2024,36.19,43.52,130.51,80.03,143.33
8/30/2024,38.79,44.21,134.06,82.2,148.3
9/3/2024,30.07,40.16,131.19,77.14,136.41
9/4/2024,30.3,39.92,131.28,76.57,135.46
9/5/2024,29.75,39.31,127.25,76.01,133.3
9/6/2024,25.96,37.05,121.49,72.12,134.91
9/9/2024,27.43,37.34,126.51,74.48,136.55
9/10/2024,28.35,37.26,122.82,75.43,138.57
9/11/2024,32.22,37.52,120.97,77.7,136.93
9/12/2024,31.81,38.96,121.81,79.66,144.64
9/13/2024,33.43,41.81,123.03,80.83,157.97
9/16/2024,32.16,42.29,127.44,81.21,160.55
9/17/2024,32.16,43.22,129.53,81.28,165.08
9/18/2024,31.14,43.26,128.25,80.5,163.72
9/19/2024,35.12,45.93,132.61,84.59,176.01
9/20/2024,33.55,44.5,131.27,84.02,163.35
9/23/2024,33.92,43.96,131.74,84.67,167.42
9/24/2024,35.07,44.1,127.87,85.39,166.17
9/25/2024,35.74,42.54,125.42,84.55,157.96
9/26/2024,39.65,43.12,127.47,85.57,160.58
9/27/2024,37.66,43.96,128.43,85.09,167.45
9/30/2024,36.68,44.34,129.79,86.19,169.02
10/1/2024,33.83,42.45,127.7,83.8,170.19
10/2/2024,34.96,42.28,127.95,83.81,165.74
10/3/2024,35.21,41.4,126.08,83.34,164.06
10/4/2024,36.68,43.13,132.45,85.52,154.95
10/7/2024,36.41,42.09,127.66,83.22,154.1
10/8/2024,37.46,42.17,129.86,85.53,157.8
10/9/2024,38.61,42.44,132.96,87.27,158.98
10/10/2024,37.83,41.68,131.8,86.79,152.44
10/11/2024,38.67,44.23,139.1,88.22,154.61
10/14/2024,40.82,45.22,141.7,90.39,164.21
10/15/2024,34.47,45.24,142.95,88.29,167.26
10/16/2024,34.46,47.45,147.85,89.37,174.26
10/17/2024,35.21,47.05,149.3,89.39,170.21
10/18/2024,35.27,46.73,149.42,90.31,175.93
10/21/2024,35.09,44.51,145.39,89.88,158.04
10/22/2024,34.69,43.99,144.75,89.69,142.08
10/23/2024,33.8,42.84,144.23,87.17,140.55
10/24/2024,34.29,43.08,144.55,87.71,144.76
10/25/2024,35.28,42.56,139.87,87.54,138.61
10/28/2024,35.35,44.62,144.61,88.33,142.14
10/29/2024,37.98,44.21,142.08,88.71,129.95
10/30/2024,34.01,44.01,144.01,87.9,130.71
10/31/2024,30.09,41.75,138.31,82.66,128.95
11/1/2024,30.83,42.42,138.8,83.66,128.66
11/4/2024,30.35,43.06,136.01,83.09,134.17
11/5/2024,31.38,45.5,139.99,86.09,143.47
11/6/2024,34.12,53.38,165.62,92.5,134.37
11/7/2024,36.21,52.76,157.67,94.58,137.52
11/8/2024,35.41,53.88,161.31,95.78,141
11/11/2024,32.77,56.28,168.11,95.98,142.41
11/12/2024,31.67,53.34,166.59,95.05,130.84
11/13/2024,29.69,51.76,166.78,95.17,130.82
11/14/2024,29.6,49.65,165.27,93.3,133.48
11/15/2024,26.66,47.39,167.66,89.62,128.99
11/18/2024,27.67,47.66,168.93,90.71,128.23
